뉴스 제목	댓글 내용	타입
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이거 완전 정신나간 쉐이 아니가 ?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그냥 북에 가서 사세요 ~ 둘이서 사이좋게 ...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	출생지도 구라, 부모도 구라, 대선도 구라, 지방선거도 구라, 여론조사도 구라, 총선도 구라, 통계도 구라, 평화쑈도 구라, 구라만 치다가 된통 당하는구나 쌤통이다 구라쟁이야	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	니혼자한 약속을 왜 국민핑계를 대? 하여튼 말 드럽게 안처드러 하지좀 말라고 쫌!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	멍청한 자가 뚝심이 있으면 망한다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	상대쪽에서는 적이라고 하는데 우리만 친구하자네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화는 무슨.......평양쑈질을 평화로 거짓위장했을뿐...힘없는 굴종은 더 큰 굴욕을 부를 뿐이란걸...니 덕분에 아주 뼈져리게 느끼게 되어서 고맙다..문재앙~~~ㅋㅋㅋ 가짜평화는 화만 돋구었고, 눈속임의 댓가는 욕으로만 돌아왔구만 ㅋㅋ이건 평화가 아니야 ㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정은이 못 잃어!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	멀 되돌릴수 없냐? 정권 바뀌면 끝인데	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	니 혼자 약속 돌릴수 없다고 하면 뭐하냐?너랑 약속한 🐷가 약속 깬다잖아	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	힘 없는 평화란 없다 . 아직도  진리를  모르는가 ! 수준이  한심하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	경제 살리는 사람 뽑아라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	냉면은 왜 쳐먹어가지고. . . ㅜㅜ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아무리 좋게 봐줄려고 해도 모태부터 잘못된 눔이야~ 멀쩡한 대낮에 멀쩡한 국민들에게 자다가 봉창 두들기는 소리를 왜 해? 약속(계약)은 반드시 지킬 수도 있지만 깨질 수도 있는 거여~ 변호사질 하던 눔이 것도 모르냐?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	지원은 그만두고 팻트병에 쌀 넣어서 남조선이 북한 주민들에게 공급하는 방안이나 연구해서. 보냅시다 한 5십만톤 정도 뿌리면 북한 주민들이 남조선에 대한 악함 감정이 없어질지도 모르죠	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아직 냉면 생각하나??그만좀해라.!!!!이제 깨닫을 때도 되었을텐데...쯧쯧쯧	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이제는 옥류관 주방장에게 까지 개무시 당한 문재인 대통령님! 어쩌다 그렇게 됐습니까? 이래도 계속 인권도 무시하는 봉건 세습 독재 깡패국가의 대변인 노릇하시렵니까? 한심합니다. 제발 꿈에서 깨어나 정신 차리세요!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	우리나라 중국집 주방장이 방송 나와서 김정은 욕하면 잡아갈거죠?? 그렇죠?? 말해보세요!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	밥집주인한테 욕먹어놓고 호구가 따로없네ㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	거기서 한명 빼주세요. 난 처음부터 쑈라고 생각했고 지금도  당신들 모두 안 믿어요	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	와 빨갱이들 드루킹 댓글 매크로 수리했냐???  바퀴벌레같이 슬금슬금 기어나오네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	참~나! 한번 세뇌당하면 어쩔수 없는 모양이다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	오로지 대한민국만 생각하는 대통령을 가지고 싶다..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정신병 or 치매?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	당장 전쟁이 나도 이상하지 않을 판에 약속타령 하고 앉았네 쳐도른새끼	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	공산주의자 문제인 정체가드려 나는군 전혀북한과 역기기 싫으니 문씨는북한으로가라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아고 두야 언제정신차릴래? 김정은은 돌아섰다 모지랭아	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	쌀 퍼다 주겠다는 소리로 들리네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아들보다 어린 괴뢰국애들에게 주기적으로 송금도해주고 아부도 해줬는데 ... 진짜 황당한;; 저질스런 온갖 욕 다 들으면 어떤기분일까	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	유일한 업적이 날아감. ㅋ 그냥 우리도 핵 만들고 국경에 미사일 배치한 후 서로 얼굴 보지말고 살자.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	재발 너 헌자 북에가서 살아! 우리 대한민국 국민 북체제와 섞이는 것 지옥보다 싫으니!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재인 간첩확인 부탁드립니다!!!!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재인이 원하는 평화는 공산당평화!!!!!ㅋㅋㅋㅋㅋ 국민이 원하는 평화는 공산당 무찌르고 자유민주주의 자본주의 평화니깐~~~ 문재앙 너나 공산당 곁으로 꺼져!!!!!ㅋㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	음...평화를 싫어하는 사람은 없습니다. 그러나 그 평화를 지키기 위해서는 많은 피를 흘려야 했던 것이 대한민국 역사입니다. 그런데 과연 지금 문 대통령은 그 피를 흘린 유공자들을 대우를 하는것일까요? 그것 이전에 지금 문대통령이 하는 행동들은 기둥없이 지붕부터 집짓기입니다. 평화라는 것은 결과물입니다. 그 과정이 중요한것이죠. 머리통 둘이서 만나서 평화를 논할 수 있는 그런게 아니라는 것입니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	왜이렇게 태평할까.. 누가 보면 불구경하는줄 알겠다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	더 망하겠구만 또 입을 열었으니 ,,,입만 열면 다 조지는데	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한은 정상국가가 아닌데 자꾸 정상국가다운 액션을 기대하니 아무 진전이 없는거다.. 총들고 협박하는 양아치를 아가페적인 사랑으로 품으려는 무모한 시도로밖에 안보인다.. 한민족이라는 이상적인 이데올로기는 말그대로 너무 이상적이다. 원래는 한몸이었으나 이미 암세포가 너무 많이 전이되어버린 상태라면 잘라내는게 살길인거다.. 암세포와의 공존같은 연방제 따위는 정말 끔찍하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	옥류관  주방장이  깝치지 말라면   깝치지 말아야  평화가 옵니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이쯤되면 순진한거임? 멍청한거임?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	니 혼자만 약속한거지.. 김정은이가 지키냐?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	국민들은 뭔죄냐? 니가 문제다  이쯤되면 그만두자! 3년 동안 뻘찟했으면 충분하다 !!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정말 이제 그만하세요~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	국회의원 선거 대놓고 조작한 실물 증거가 쏟아지고 있는데 쌩까고 있는걸 보니 너도 정은이 못지 않은 놈이긴 하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	빨리가서 엎드려 싹싹 빌어라 정은이가 불쌍해서 한번 봐줄지 모르잖어	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	부정선거 블랙시위 국민들이 목터져라 부르짖는 구호는 못들었을리가 없겠지! 참모진들이 보고할테니!문재인 간첩! 문재인탄핵! 4.15는 부정.불법선거!라고 초등학교 1학년이 외치고 남녀노소 부르짖는다! 민심폭발이 뜨거운 태양도 이긴다!천멸북괴! 천멸중공! 천멸문통! 천멸선관위!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이완용이보다 더한넘일쎄	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화도 좋지만 북한을 너무 쉽게 봐서는 안됩니다. 철통 같은 안보태세를 갖춘뒤에 긴장완화를 추진해야 합니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	비핵화얘기는말도못꺼내고세계정상들에게비핵화안해도도와주자고?웃긴다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	옥류관   주방장   以下  인간덜이   푸른기와 산다~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	제가 잘못했어요. 우리 잘해보기로 했잖아요. 그만 화 푸세요. 앞으로 잘할께요. T.T	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한이 남한이랑 말하기 싫대잖아. 추하게 혼자 떠들지 말지? 국회에서 비준됐으면 뭘 하려고 했나? 180석 갖고 나라 팔아먹으려고 하나.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한도 ㅈㄴ 얼탱이 없겠다 ㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	철천지 원수가 돼 이혼하는 마당에  결혼할때 결혼 주례사를 상기해달라고 애잔하게 요구하는  참으로우매한  희한한 요구다  되도않은생각  종료하고  철천지 원수로 돌아가는게 맞다  북한 아오지족하고 우리 한민족은 엄연히 민족과 국가가 360도로  틀리다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	난 그 겨례에  끼고 싶지 않으니깐 좀 빼줄래?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	짝사랑도 정도껏해라 이쯤되면 스토커지	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한애들 속이 뒤집어질만도 하겠다.  에효~ ㄷㅅ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이정도면 나라 팔아먹기 일보직전인데 문재인 탄핵해야 한다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	경제는 폭망하고... 부동산 거품잡는다며... 부동산은 계속올라가고... 돈없는 서민들은 집한채 사고싶어도 살수가없는 상황이고..우한폐렴으로 국민들은 죽어가는데 국세 바닥내가며 이상한 정책이나올리고...이제는 북한한테 나라도 바치는구려	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정은이의 평화는 그만두고 북한 주민들의 인권이나 개선하라! 인권 대통령이 인권은 개한테 주었나?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	독재자랑 손잡고 싶니?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대북지원 밑밥까는거 같은데 ㅎㅎ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	바로 지원에 들어가라 줄까요 말까요 하지말고 자동 후원하라 언제까지? 북이 만족할때까지 -문재인-	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	저기 근데 어따 대고 8천만 국민+인민을 들먹이세요..? 인민들이야 저쪽일이니 상관할 거 없다만 왜 저질러 놓고 가만있는 5천만 국민을 끌어들임..?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	만약에  북괴뢰도당과 전쟁나면  문재인부터 죽여야 된다. 남한의 빨갱이는  모조리 죽여야된다. 전쟁나면  빨갱이는 적이다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	어차피 대한민국은 생명이 다했다. 새로운 국가가 탄생하든 흡수되든 훗날 역사에 한 줄로 남겠지.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	머라는겨~~~???!!~~알맹이는 없고 매일 뜬구름 잡는 내용만~~진짜 답 없다~~~!!~~ㅜㅜㅜㅜ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대한민국을 사회주의국가로 전향시키려는 현 정부로!~이것에대해 대충봐서는 절대 안될 것으로, 향후 국민들은 진정 유의깊게 지켜봐야 할것이다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	저 사람  눈깔을 봐라... 이념과 신념이  자유대한민국에 있다고 아직도  생각하는가  ???   잘못된 선택...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	옥류관 주방장이 니 랭면 잘쳐먹는다고 하더라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	짝사랑도 정도가 있지...어지간해라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	제발 짝사랑 그만 쫌 해라 김여정이 꼴났다고 주식장 개 박살이 났다 그만 쫌해~~!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	진짜로 무섭고  불안하니까 적당히해라.   나라 안위가 이렇게나 걱정되는건 태어나서 처음 격어본다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭉가야...늬 저으니한테 짤린 것 늬만 모르는것 같다...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	유체이탈 개소리를 언제까지 들어야 하는건지.  그것도 다른사람도 아닌 대통령한테.ㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	무슨 정신병도 아니고 고마하세요 제발	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정은이와 재인아가 짜고치는 고스돕이지^^	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	옥류관 주방장이  외상값 안갚는다고 한소리 한모양인데  탁행정관은 뭐하냐~! 쌍방울  흔들리도록  뛰어가서 갚고와라.  국민들이 쪽 팔려서   살겠냐...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한하고 통일을 해야할 어떠한 이유도 없고 함부로 국민의 뜻이라 생각하지 말지 각자 도생의 길로 가자 북한 버리고	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그동안 쇼질하느라 들어간 비용이며 시간은 어떡할겨? 국방, 안보마저도 다 무너뜨려놓고.. 다 양보하고.. 국민들앞에 석고대죄해도 시원찮을판에...으이그~~~ 상 등.....~~~~신	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한은 한번도 약속 한적도 이행한적도 없음. 필요한게 있을때만 약속하는척 할뿐이지.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화를 원한다며 오늘 밤 싸울 준비가 되어 있어야한다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	비핵화나 추진하고 그딴소리해라. 진짜 혐오스럽다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	결국 돈 퍼준다는 말이군.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	남녀가 사귀다가 헤어졌다. 여자가 싫다고 하는데, 남자가 끈질기게 따라다니며 못헤어진다, 옛날의 약속을 자신은 지키겠다고 한다면 여자가 뭐라고 할까 ?.. 그건 사랑이 아니라 집착이다. 당신은 사이코패스고, 편집증환자다.. 지금의 북한 김정은과 남한 문재인이 이런 상황 아닐까 ?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	한마디로 북한이 다시 평화모드로 바뀔때까지 계속 설설 기겠다 이말이네 미국 빽 두고 있는 국가가 을이 되길 자처하다니 ㅋㅋㅋㅋㅋㅋㅋ진짜 기가 찬다 만약에 북한이 연평도급으로 도발 거하게 했을땐 뭐라 지껄일지 두고보자	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	재앙아 돼지새끼한테 한 4가지 지킬 수 없는 약속 뭐냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지금 돼지새끼가 ㅈㄴ 칭얼칭얼 대잖아? 뭐냐고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 일단은 주한미군 철수는 하나는 있겠고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	떡 줄 사람은 생각도 안하는데 혼자서 난리구먼 ㅉㅉ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이 세상물정 어두운정신병자야. 김정은은 그 약속 지킬 생각 없어.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	8만에서 난 빼 주소! 난 저놈들 에게 이에는이로 갚을 것이요!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이쯤 되면 박그네 정권이 대체 이번 정권보다 대북정책에서 뭘 잘못해서 욕을 바가지로 먹었는지 납득이 안 되려고 한다. 모든 정책에서 대체 박그네보다 잘하는 게 뭐냐?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정은이는 당신머리 위에 있어요..정신차리고 우리도 국방력 키워 대응해야 함부로 못한다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한하고는 이제 아무것도 하지 말자몇십년을 당하고도 무한반복이네 쟤들은 공짜가 없어뭐하나 콩고물이라도 쳐먹을께 있어야 친한척 해	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭔가 폭로할까봐  똥마련강아지샋끼마냥  안절부절	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	능력이 안되니 뭐만하면 국민보고 힘을 모아달란다ㅋㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	입닥치고 물러나라 반역자야 니가 8천만겨레에 할수있는 약속은 하야와 사죄뿐이다 우리 한민족의 적통과  자부심을 이을 계승하는 국가는 대한민국뿐인데 니놈이 국격을 훼손하고 괴뢰정권에 매국하였으니 그 죄가 실로 크다 말년이 불행할거다 문재인	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문가놈 너는 혼자 다른세상 사냐? 뉴스좀 봐라 천치 머저리야	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재앙 아직도 사태파악 못하고 평화 대화 운운 아이고 답답하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	10초안에 피떡가능	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	참~김정은 바라기십니다~옥류관주방장놈한테까지도  쳐먹는다는 막말을 듣고도....	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	사저로가서  혼자 평화해 혼자가 외로우면 마누라, 해찬이, 조국이, 미향이 부르고,  근데 그땐 몇이나 올까??	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	토나오네.  독재자와 손잡는게 평화라니. 인권의식 제로.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	국민 의견이나 물어봤냐? 국민 몇프로가 통일을 원할꺼 같은데?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅎㅎ 짝사랑하던 여친에게 찝짝찝짝 대다가 고백했는데 차여서 눈돌아감 바로 스토커 시작함 문스토커됨	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그만합시다..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	짝사랑도 지나치면  옥류관 주방장까지 나선단다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	노벨평화상이라도 노리는건가? 답답하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아직도 북한을 믿는 정말 정신 나간 미친 좌좀이거나 좌빠정권 유지수단으로 헛소리 남북평화 쇼질로 국민을 속이고 있는 양아치 사기꾼 좌좀이거나 둘 중 하나.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	약속은 혼자서 했죠. 왜 우리까지 함께 했다고 그러나요~ 지지자들 데리고 약속 지키러 북으로북으로 가면 되잖아여	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	거지 동내 옥류관 주방장 : 주문 들어왔어 임마! 그만 쳐먹고 배달이나 해!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한이 탄도 미사일 수십발 쏠때는 굴욕적으로 침묵하더니, 전단지 묵음엔 법제정한다고? 국민을 위한정부냐? 북한을 위한 정부냐? 납짝 업드려 기는게 평화유지냐?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	저것도 한나라 대통령 이라고...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재인과. 더불어망한당. 애초부터 북한은 적화퉁일이고. 너희들이 말하는 것은 평화통일이라고  생각하지만. 그것은.  지금까지. 수평선만달려온 거야너희들이. 말하는 평화통일  고려연방제면새빨간 거짓말이고	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	잘 해결할꺼라 믿습니다. 이런때 남북화합하면 정말 좋을듯.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	국민 99%는 평화를 원하지..공산화를 원허지 않는다..문제인과 문빠 닭대가리라 부칸에 속지..그마해라 제인아 부칸에게 너무 욕먹어서 맛이 간거냐.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	저런걸 국가원수라고 뽑은 인간들과 저런게 국가원수가 되도록 방치한 하늘이 원망스럽다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅋㅋㅋㅋㅋㅋㅋㅋ 이 정도면 그냥 정신병자네.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	함께 가야하는데 왜 당신만 혼자 가느냐고.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	역사  민족 운운 하는것들이  제대로  하는것  못봤다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	진짜 븅5쉰 아니야??	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	도대체 6.15정신이 뭐냐? 핵포기 선언이라도 한거니 국민들 볼모로 평화장사는 이제 그만하세요 지겹습니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이런 인간을 친구나 연인으로 두면 무섭겠다...스토커다..,	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	겨례? 평화? 약속? 공산당은 이런거 없다! 유일사상광수생각은  안했으면 한다! 언제까지 욕먹고 자리 유지 할건가? 국격없는 존재가치 좀 세워라!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	봉창두드리고 앉았네 쇼쇼쇼 약효가 떨어지고 있군	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	좀 적당히 합시다 지나치면 모자라니만 못한겁니다  저들은 우리를 개차반 취급하는데 연신 굽신대는것도 정도것 해야지요	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대한민국 역사상 두번 다시 찾아보기 힘든 ㄸㄹㅇ 대통령	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	저기여 할배. 착각하는거 같은데 대결구도를 필요로하는건 미제도 아니고 장군님입네다 ㅇㅇ 경기 나빠지면 항쟁하는 듯한 모습으로 책임 전부 외부에 돌리는거 말고 방법이 없거등요 ㅇㅇ 근데 체제 바꿀 의지도 없고 경제 개방할 능력도 없고 문제 일으켜서 세계서 지적하고 규탄하면 탄압이라 하고 무력증강하고 그걸로 교섭해서 돈 받고 쌀 받고 다시 좀 조용히 지내고의 무한 반복이라고 ㅇㅇ 좀 배워 60년간 쳐 봐왔으면	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화쇼는.끝났다. 문재인대통령 정신차리고  한미동맹강화하기를 바랍니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭐 까고 자빠졌네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그 국민안에 나포함이야?ㅋㅋㅋ어디날들먹거려. ... 평화좋아하고있네 ,북한하루이틀겪니?진짜모자라도저렇게모자라니 ㅉ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	너만 그렇게 생각하고 김정은이는 그렇게 생각안하는겨	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그만좀해라  재앙이  꼼수는 끋났다	
