뉴스 제목	댓글 내용	타입
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그러면 쓰것어요? 8천만 겨례앞에 한 평화약속인디?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	속 시커멓고 가슴속 뺄간 이리떼들야 .이제 그만.가당치도 않는 평화타령의 위장 그만해 뽀록났어.정작 중요한 내국민에게나 여야 평화화합이나해라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	민주당 지금 하는꼬라지보면 그냥 주사파정권인게 적나라하게 드러나는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지금 민주당이 진보인가요? 종북좌빨이지 ㅋㅋㅋㅋㅋㅋ 이번 대선에는 대북정책 강경대응, 여가부폐지 들고나오는후보 뽑겠습니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	니 혼자 평화냐?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재인 욕한 옥류관 주방장 림옥경 사진+욕하는거 풀버전http://m.site.naver.com/0xO3s	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그러니깐. . 냉면드시면서 정은이와의 약조가 어떤거였는지는 밝혀야 하지 않겠나요 ? ?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	와 대가리 깨져서 뇌수 흐르는 소리 여기까지 들리네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정은이가 문재앙하고 약속했지 나하고 약속을 했나? 약속을 이행하고 싶은 사람들은 북으로 가라 안 말린다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	한국의 대통령 맞냐?  경제나 살려	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대텅령을 설득하려 하면 안됀다 그는 이미 일반 시민의 이해를 넘어서 있다 나같은 사람은 지금 같은 상황에서 북한에 조아리는 모습을 조금도 이해할수없다 반대로 이전 정부에서 왜 그렇게 강경정책으로 갔는지도 이해하기 어렵다 이들은 철저한 이해득힐관계 안에 있어서 그안에 있지않으면 지금이 어떤 상황인지 상상조차 어려웁게 되었다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한에 주민이 없다면 ???무혈통일.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	재인아. 옥류관에서. 혹시 곱배기 먹은거아니냐	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	답답하다... 밑에 애들 관리 좀 해라... 요번 기회에 물갈이 해라.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	짱개몽도 모자라 북괴뢰몽도 꾸네~ 후세 역사는 문쩝쩝은 빨갱이라고 기록할것 같다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	니넘의  약속이니   니넘만 지켜라  우리나라는 건들지마라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	쟤네 말처럼 문재인이 겁먹은 개, 삶은 소대가리 맞나 보다. 아직도 이렇게 상황 파악을 못하니 참, 진짜 개한심이다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	삼성 이재용 구속 안되니까 북한이 실망한건가	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	잘못되면 본인이 책임만 지면 된다.국민들앞에.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	총선지지한것  토해내시요  이러라고 지지한것 아니요	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	언제 8천만 앞에서 공약 했나 너네 들이 국민 속이고 밴 타고 국민 눈속이며 판문점 달려가서 너네 끼리 뭘 햇는지 모르는데  그뒤에 모든것은  뒷구명으로 국민 눈속이고 미국 위성속여가며 뭔짓 했는지 모르는데	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그동안 쇼만하더니....	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	우리나라도 내주고 니목숨도 내줘도 꿈쩍도 안하는게 대통령이란다.. ㅋㅋ 니목숨하고 니나라를 내받치는 비겁한 자는 역적이다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	징글징글 하다.. 휴  고집도 이런  덩 고집에  안하무인이 있을까???  선거도 불미스럽다는 말도 많던데  어찌 그 죄를 다 씻을꼬....ㅉ ㅉ  인과응보  이니라..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	방어 훈련을 선제 점령훈련으로 바꾸라고 그래야 저것들도 평화롭게 살자고 메달린다고...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	누가 저말 들을까? 한심하다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	625가 남침이 아니듯 그들을 믿기가 힘드네요. 근거없는 강요로 일관하지 마셨으면...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	스토커 ㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	독재주의   공산주의와   평화  하자고?    평화는   내가   원한다고  평화가  이루어지는게  아니다.더군다나  상대가   공산독재주의라면거의  불가능하다.  공산주의의  통일전선전략은   자신의  힘이  세다고  판단되는 순간에  돌변하는  사상이니까	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	와 지금 적이 머리에 총알을 겨누고 있는데그저 대화함 해보자는 메아리로 들린다한 나라의 수장이 이리 허무맹렁한 소리를 해도 되는건가나라 함락 당하고서도 끝까지 평화지켰다며 자화자찬할태세다...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문죄인	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이시키는 임기내내 오로지 김정은 이구만 좌파정부 치가떨린다 너도가자 감방	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이제 남북의 체제 전쟁은 끝났다. 세계가 다 안다. 국방력도 엄청나게 차이난다. 지금부터는 남이 북을 포용하고 평화 공존의 시대류 가야 한다. 대결을 부추기는 반민족 구태 세력은 그 입 다물어라. 몇십년간 반공 하나로 반대 세력을 매도해왔던 추악한 모습, 이제 안통한다. 정신차려라.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	언제까지 돈과아첩으로 평화가 유지될것 같나  배신과 간신배로 뭉친 재인아	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	에휴...그냥 보면 답답하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	반전에 반전을 기대하는구나 ㄱ ㄷ 지는 또 속고 ㅋㅋ 1 8 0 도의 힘을 실어줘	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	저쪽은 전혀 그럴 생각이 없는거 같은데?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	원래 북방오랑캐들이며 왜구의 친척들인 백제동네 아그들 데불고 위로 가지 그래 ㆍ 원래 있던대로 천국으로 잉	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	냉면이 촴 뫗있슙뮈돠 훠훠훠	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대통령님그렇게 겪어보고도 김정은을 모릅니꽈절대 평화를 만들 사람 아니란거 아시잖아요어느 댓글처럼 종이조각으로 평화를 절대 만들 수 없습니다. 힘으로 평화를 지켜야 합니다꼭 유념해 주십시요	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	미국의.폭력시위는 우리나라에서 일어나야 정상 아니냐?? ㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	180석준 개돼지들.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	무능한걸로는 김영삼보다 더 대단한수준	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아니 약속은 저쪽이 먼저 깼는데 왜그러냐 진짜	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그건 북괴 2중대장 혼자만의생각이겠지...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이래저래 안 되는 걸 체험하고도 아직까지 한심한 소리만 해대는 게 더 놀랍고 짜증난다..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문쟁앙은 북한 못잃어 정은이 못잃어 ㅠㅠㅠ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한주민들은 당신을 간나새끼로 부른다던데 ..ㄲ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭘 돌릴게 남아있어야 돌리지 북은 이미 내동강이 쳤는데	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	한미 워킹그룹 해체하라 국방부와 통일부 뭐하느냐?! 일안하니?! 경제 제제을 풀고 종전선업을 하자는 요구해라 미국바지 잡고있는 것들이 다 네드하수인들이고 우리 남북평화경제협력과 무관한 놈들이다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문통은 웃긴다   돈달란다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅋㅋㅋㅋ 한줄요약 "정은이 형 미안해 더 퍼줄게" ㅋㅋㅋㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대통령님 제안들은  단순히  정치 문제를 위한것뿐 만 아니라  상호 중무장된  한반도를 안전한 곳으로  만들기 위한것같습니다.  우리는 긴장과  전쟁의 위험을 줄 이기 위해 우방간의 더욱 긴밀한 유대와 협력이 필요합니다. 우리가 잊어서는 안될 것은 남북이 엄청난 화력과 무장을 하고 있다는 것을 알아야합니다. 기분대로 행동 할 문제가 아닙니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한의 경제사정 식랼 사정이 극에 달한듯 코로나 땜에 중국  러시아등 딴나라의 지원도 전혀 없는 상태니 이모든 책임을 남한정부로 돌려 인민을 달래기위한 수법	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	누가 8천만이래..나는 빼라.당신하곤 같이 안할란다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	어떻게 이런 한가한 말을 할수 있나요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문죄인 자ㅏ지  게  자   지	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	말로만 퍙화떠든다고 되냐?? 군사력을 갖춰야지 공짜 자유는 없다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	무슨약점이 있는지요???왜그렇게 북한에 대해서는 쩔쩔매는지 그이유나 속시원히 말좀하쇼 문대통령님.퍼주고 도와준다고 해결될일 아니다.북한이 핵 포기하는 순간 김정은이 자기 죽는 날인데 그걸 왜 포기 하겠나요 이 답답한 양반아	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	욧까세욧	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	야당빨이지 일은 참 못하는듯..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정권바뀌면 쓰레기통에 들어가야한다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	약속이란 원래 쌍방이 지켜야지 혼자 무슨 수로 지키나요? 애초부터 목적이 달랐습니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	지금이 딱적긴데 빨갱이 퍽망! 돕는거임? ㅇ림기만 끈나길. 그뒤는북으로 추방..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정신차리고...국민들 먹고 사는데나신경좀 써주셔요..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그래서...얻었게 뭐냐?? 어차피 안되는일에 쏟아붓지마라. 대화도 좋고 평화도 좋지만 애시당초 저넘들은 그런생각이 없다. 그넘들은 오직 자기네만 잘먹고 잘살면 그만인거다. 국민은 안중에도 없고 오직 3대세습과 영구 집권 그거밖에 없는 넘들이다. 아직도 미련이 남았냐??	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한이 싫대잖아요. 진짜 벽창호야...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	돌릴 수 없으니 뭐 어쩌려고?  종전 선언하고 미군 내쫓은 다음에 뭐 하려고?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	미국눈치보고 ........  못해집값 올려놓고...눈치봐밥값올려놓고   눈치봐..........적어도  서민에게는   문대통령은    ...........할말이 없다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	당연한 얘기지만 '기대'와 '현실'은 다른 것입니다. '기대'는 내가 바라는 것, 내가 바라는 소망을 담은 것이지만, '현실'은 내가 바라느냐 아니냐에 관계없이 객관적 실체로 존재하는 것입니다. 때문에 '현실'은 때때로 내가 대면하고 싶지 않은 쓰디쓴 것이 될 수도 있습니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	어버버버버	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	어쩌면 전쟁만이 해답일 수 있습니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	함흥냉면 먹다가 소 되새김질 하는 소리 하고 있네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	약속은 혼자하는게 아니잖아요...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	어이 문씨 정신차려! 그 김정은 지금 저승문턱까지가고 김여정이 깝치는중이야! 느그 수령님 숨이 껄떡껄떡 한다고ㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아무리 지금 야당이 멍청하다 해도 통째로 안보 경제를 말아먹는 좌좀비들에 비하겠냐 이건 그냥 계획적으로 나라 망하게 하는 건데	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	제발 정신 좀 차리십시오 제발	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	언제 전쟁했냐? 평화뽕 맞아서 정신 못 차리네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	부정선거 415	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화는 말로 하는게 아니라..  이나라  국방이 강해지면 평화는 따라온다..  군대는 당나라 만들고 정은이 눈치만보고 있고.  허울좋은 보이기식 말로만 나라를 이끌고 있으니 참으로 한심하기 그지 없네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭔 꿈 꾸는 헛소리 메들리? 제발 정신 좀 차리시오!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그래서 어떻ㄱㅔ할껀데?너가 혼자 대화하겠다면 되는거야? 평화유지 약속지킨다고 밑밥깔고 북에다 또 퍼줄생각마라 문빙시야 난 그런짓 하라고 세금 내는거아니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이정도면 진짜 수상하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	응 한반도 운전자님 면허증 2년 압수	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	180석	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	참정말 믿을놈을믿야지...한심하다증말	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	꿈꾸는 아바타네 저런머리로 변호사된거보면 변호사 그거 별거아니네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이 소대가리는 북한의 개가와서 지한테 똥을 싸도 암말도 못할 넘이여. 북한, 중국한테 도대체 뭘 받아 쳐먹고 뒤에서 무슨 얘기를 한거지??	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	우리모두 북을 위해 삽시다. 1000조 긴급추경해서 보내줍시다. 한국을 모두 바칩시다. ㅎㅎ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	몽니좀그만 하고 현실직시하시지.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	니 욕심 채울라고 계속 이럴래?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	8천만에서 내이름은 빼다오.느그둘이서 밀당해놓고  8천만중에 적어도 5천만의 이름은 팔지마라.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	나도 먹고 살기 힘든데 북한까지 신경쓸 여력이 없네요 이런 기사 싫습니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅎㅎㅎ 처먹어 소리 듣고도 고상한 척 한다고 수고 많구나. 근데. 국민들은 엄청 자존심 상한다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그런 약속은 깨버리라고 있는거다!! 자국민도 보호못하면서!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	쟤넨 평화생각없는데 맨날 뭐라는것임?비 잉신같음	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	재 네들이 돈 안주니까 옹니 부리는거야 .. 지금 북한은 바닥입니다. 별려 논 사업은 많고 당 간부들 월급도 줘야하고 인민들 쌀도 줘야하는데  창고에 돈이 하나도 없습니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	포에버 짝사랑	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	거짓 평화  누가 믿을까? 옛부터 공산괴뢰들은 평화협정을 주구장창 외치고 평화협정 맺고 전쟁을 일으켜 좌파정권 모조리 사형시켰지, 그게 월맹군 파리평화협정 전략이었지	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	제발 평화말 고마이하시죠.  아는 단어가 그거 밖에 없나요. 무조건 밀리기만하면 평화가 되나요.  그런 정책은 누구나 다하는거죠.  먼가 갱기는것도 있어야지.  원  먼책을 안잡히고서야  이리 맨날 밀리기만 하는지.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	똥싸고 있네 문재인	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	한마디로 고구마네...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한 나부랭이들한테 무슨담화을 또 들으려고 겁에 흠뻑 젖어서 그런 또 답변을 하시나	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	혹시.요즘.너무나큰이슈.진보의탈을쓴위선자.윤미향사건감추기위한.북한의꼼수일수도?.모른다.?.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	해라 니 혼자  평화 ㅎ 오래는 살것다  욕 많이 먹어서	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	한심한놈!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	약속안지킨건 너잔아풍선안날리겟다고 니맘데로 약속 했데매뉴스에서 그러더라고 나그거듣고 깜짝놀랏어그럼 왜 안막은거니 풍선~~그리고 그냥 몇년동안 놔둿어?내참  진즉 막았어야지완전 니가 나라 망친거야	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	걍 지애비두 빨갱이 몰보고 배우냐	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	속이 탄다 정말. 북한하고 짝짝꿍 하려고 대통령됬나 이 인간이	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	약속? 개뿔 약속은 뮌 약속? 허황된 뜬구름으로 대 국민 사기를 치더니 그 맛을 아직도 못잊어서 뵈는게 없구나~~   문빠, 대깨문이 뒤에서 버티고 있으니까ᆢᆞ그러나 자유민주주의는 결코 무너지지 않는다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한에만 굽신 굽신, 중국에는 넙쭉 절하기.일본에는 항상 반일. 미국에는 콧대 세우고 버티기. 친공산당 반자유민주주의 인간들.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭔 소리?왜, 국민이 힘모아?김여정이가 헛소리하면, 적어도 국군통수권자면, 군에 대북경계 철저히 하고, 도발하면 철저히 응징하라고 해야하는 거 아냐?아! 이 나라 어디로 가나~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	재인씨 약속은 정은이랑 여정이 한테 물어보세요. 옥류관 주방장한테 욕먹는 대통령님이 너무 안스러워요.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	친일매국 윤미향이나 조지고 말해	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그렇게하되.구걸하지는말라..또한.굴종도하지말라.문재인당신이한가지모르고있는것은.너무구걸하고.너무굴종하면서.상대의비위만.맟추다보면.이루고자하는것이.이루어지지않는다.또한.한쪽만노력해도안되는것이다.두쪽다노력해야되는것을.문재인당신만.구걸하며.굴종하며.비위맟추는데급급해서도절대평화가오지않는다..즉.평화라는것은.서로노력해야하는것이다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	김정은 생각도 같은지 물어는 보고 얘기하시는거에요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아.. 몰라. 이제 정치뉴스 안봐야겠다. 그냥 뭐 폭동이나 전쟁나면 그때 대피장소만 잘 알려주셈.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	합의 상대방이 엎자고 나오는데 뭐라도 조정절차가 있은 다음에 비준을 하던지 말던지 하는게 맞지 않나요..?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그러니까 문재인 당신이 김정은에게 속은 거라니까. 왜 인정을 못 하나.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그럼 똑바로해야지!! 북한이 남한 믿고 이정도로 따라와줬는데 결국 된게 뭐가있어!!!??	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	8천만 타령은 지가 하고싶으니깐 남 팔아먹는게 가관이다 진짜 난 한적 없으니 개솔 즐	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	지금머하는소리냐  부칸이못하것다는데 우리는지켜볼뿐이지 도발하면  바로박살내버리면되고 오ㅔ쩌냐  대통이면  맘데로하면  안됮  머가무서워  벌벌기냐	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	길을 잘못 든 거 같으면 가끔 유턴도 필요해요. 일방통행 역주행 하지 말고요	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	잘하는게 도대체 뭐죠?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅋㅋ 북괴 식갈이 한테도 욕처먹고 참아주는 ㅋㅋ 부처네 부처야	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정말 불쌍한 호구...북한에 금단지를 놓고 왔는지 정신을 못차리네..정은이 한테 짜파구리 함 먹여라..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	너그들 하는 짓이 얼마나 마뜩치 않길래 북한 주방장까지 나서 뒤통수까냐? 우리 국민도 너그들이 싫고, 느거들이 하는 짓거리를  너무 싫어한다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재인과 더불어간첩단들이...계획하고 실행에 옮기려하는...<종전선언-주한미군철수-헌법개정-연방제실시>+공수처+사기조작투표로 만들어낸 180사기국회 저들의.........자유대한민국을 파멸시킬 계획을......반드시 막아내야함!!!.....지금같은 짓들을 맘대로 벌이기위해서--문재앙더불어놈들의 사기공작,조작투표로--국민들의 입을 막아버리고/언론을 막고/사법부+입법부+행정부+헌재+선관위를....장악...문재앙놈의 꿈을 향하여 돌진/북돼지와북여정과... 통정하겠다고...국민들을 협박하고 있는중/여적죄로 반드시--문재앙을 끌어내려야!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이명박때는 사이는 안좋았어도 무시는 안당했지.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅋ 왜 우리가 미안해 해야 하냐?  이해불가	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	한나라 수장이란 사람이 어휴	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그렇게 떠받드는 북쪽에 계신 상전께서 내려주신 은혜롭고 하늘같은 별명 "삶은 소대가리"	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아마 평생을 정신 못 차릴거 같은 사람이다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이정권은 만약 북한이 처들어와도 맞서 싸울의지나 있을런지 모르겠다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	노골적으러 간첩 행위 하는데. 국가 보안법은 뭐냐. 잇으나 마나 한 법이냐!!!!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	답답하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	국가안보실장이라면 사진처럼 고개숙이지말고 다이다이까면서 대북정책 말려야 정상아닌가	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	전세계에서 문천지 빼곤 소통이 안되는 사람이다. 하다 못해 트럼프 시진핑 아베 김정은과도 소통 안됨. 자화자찬에 내로남불에 내편만 챙기기. 도덕적 해이가 문제라면 도덕을 바꾸는 문재앙 수준	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	개짱난다  얼마나 세뇌가 됬으면	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	빵셔틀은퇴임하고 혼자해라.. 엄한 국민 끌여들어 x팔린 나라 만들지 말고...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	제정신이 아니다. 이 나라를 북괴 연방으로 만들려고 안달났구나.	
