뉴스 제목	댓글 내용	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	문재인정부와 북한에 부역한 더불어민주당을 차기 정권에서 심판하여 북한으로 추방해야한다고 봅니다. 북한에 저자세를 한 것은 북한에 부역한 것과 친일한것과 같다고 봅니다.	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	주방장한테 까이는 인간이.  입만살아서.  ㅠㅠㅠㅠㅠ걱정이다	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	난 진짜 아직도 문재인 민주당 지지하는 대한민국 사람들이 신기하다 ㅋㅋ	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	북한은 시간도 없다고 직접 말했고 이리저리 빨리 해가고 싶었은데 트럼프는 머리 굴리고 이슈만 만들고 결국 지지율 바닥치고 재선도 힘들고, 전세계에 코로나에 북한한테 아무도 관심없고 남한도 코로나에 집중이고 문재인 임기도 얼마 안 남았고..... 관심가져달라고 왈왈 짖는거 이해됨	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	개주접싸지말고 선거조작이나 밝혀라.  목을 날려주길넘	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	조국이 = 정경심 = 윤미향 = 황운하 = 최강욱 = 송철호 = 유재수 = 문재인??	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	혼자 딴 세상사나... 손뼉도 마주쳐야 소리가 나는 건데... 혼자 아무리 휘둘러봐라.. 소리가 나나..	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	국제사회 동의같은 소리하고 있네중국 정도나 동의해 주겠지ㅁ ㅊ	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	이새끼 미쳤나 ㅋㅋ 뭔 이 시국에 개소리를 하고 있어 ㅋㅋ	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	간첩을 대통령으로 뽑아놨다	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	하~~진짜 뭉가 넌...답이없다!!! 이런인간을 떠받들고 문비어천가를 부르는것들은 도대체 대한민국에 왜살까??그냥 북조선인민공화국에 가서 살아라!!!	
문 대통령 "한반도 정세 전환하려고 했던 김정은의 결단·노력 잘 안다"	주방장한테 욕 쳐 먹으며 나라꼴 우습게 만들고서도 김정은 바지가랑이 잡고 징징거리는 꼴이란....	
