뉴스 제목	댓글 내용	타입
이 와중에… 북한에 1만명 여행보내겠다는 단체	응 가라고 해 안말림 ㅋㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문성근 18  x갱이 새키는  안끼는데가 없네북으로보내  총살시켜야될놈인데	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅎㅎ이  ㅅ ㅐ  ㄲ  ㅣ   들   김정은이  졸개  놈  들이 네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한가서 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이제  단체로 공산당.  그것도 독재 교육 받으러 가나 보다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이참에 진보단체 및 진보성향 친북단체는 북한가서 살고 내려오지말라... 북한이 그렇게 좋은데 왜 대한민국에서 살고 있냐	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한의 코로나 상황도 모르면서 만명이나 북한 보내냐? 북한에 달러 상납하러? 김여정이 말 한마디에 종북 본색 커밍아웃 하는구나. 조마난 트럼프에게 제대로 한방 얻어터지겠다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발 가서 오지마라,  배알도 없는 놈들아	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한에서 남한관광원하는 주민이 있을듯한데...  서로 교류하면 공평할것같은데~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	모두 코로나양성판정이라고 속이고 정치범수용소 구금되면 어쩔낀데ㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서  제발돌아오지 마세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	갈때 제발 부탁이야 달님이랑 더불어만진당 180명도 같이 데리고가줘!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이런 사람들은 국민이라 하지 말고 "영주권자" 라고 부르면 좋겠다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한가서 그냥 거기서 눌러살아 제발 여기오지말길 기도해줄께 하나같이 이해안가는 행동만 하는것같아 도데체 정상적인 사고방식으론 이해불가	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발 가서 오지마.한국에서는 단물 쪽쪽빨고 북한가서는 아양오지고..거기서 살아.제발.지상낙원이라매?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	필로폰 밀수하러 가는 거 아니야...?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	2008년..금강산 여행때 아주머니 총맞아서 죽은거 잊어버렸나보네..정신못차리고 우왕좌왕하는게 내가봐도 웃긴데 북한이 보기엔 얼마나 만만하게 보일까?? 정신못차리는정부,떠블당..뽑은 인간들부터 여행가셔~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신줄 놓은놈들. 좌파 빨갱이들은 어쩔수가 없는 놈들이다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	거기서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	1만명 그냥 북한에 우호적인것들 싹다 데려가서 돌아오지 마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 거기 가서 살아라. 김정은 동지 만세외치며...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발 가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문익환이 어떤사람인지 찾아보세요. 이 시기에 왜 가려고 하는지.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	진보 아니라니까.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	소위 진보라 자처하는 종북아이들아~잘 듣거라~지금 북한암탉이 짖는건 삐라가 아니라 너희들이 만든 허수아비가 계속 평화모드라는 미명하에 접근하니 자기들의 독재체제가 무너져 오늘날 대한민국처럼 될까바 두려워 그러는거다. 아마도 북한은 이명박, 박근혜때를 더 좋아할걸~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전투태세 준비해도 모자랄 판에 잘들 논다~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대충 선별되겠군 걍 가서 영구정착들 하시지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	만명 전부 북한으로 추방해버려라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	민주당 국회의원분들이 단체로 다녀오세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	비행기는 편도로 예약	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내 ㅋㅋ 다죽으면 ㄹㅇ 코미디다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	월북해라....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	다녀오세요.대깨문들 그렇게 북한 좋다고하니.ㅈㅋ.ㅋ  누구든지 웜비어꼴 안난다고 보장 가능할까?  김어준 주진우부터 가보시죠..^^@@	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지마. 너네가 동경하는 사회잖어?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	잘 보내드려요 환송식해드릴테니  부디 잘가세요 그리고 김정은한테  충성잘하고  10년만살다오세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발 사실이 아니기를... 정부가 미쳤어요.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대깨문 개돼지들 싹 다데려가고 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㄷ ㅐ 77ㅐ문이 몇마린데 고작 1만명 갖고 누구 코에 붙히려고?? ㄷ ㅐ 77ㅐ문은 본인 의향 무시하고 강제로 여행 보내라~ 돈 없다고?? 세금 잇자네?? 세금으로 보내줘~ 정권 강탈의 일등 공신인데 여행 한번 못보내주랴? 북괴뢰 애들은 에이케이47 총기수입 잘 해놔라~ㅋㅋ 금강산 관광 하다가 북괴뢰한테 피살되신 박왕자씨 기억들 하냐?? 원샷원킬이면 1만발이 필요하겠네ㅋㅋ 혹시 모르니까 총알 두배수로 준비해두면 되겠넼ㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	평화여행2020집행부와 여행을 희망하는 1만명은 아예 이주를 하시죠. 그 좋은곳에서 평생살면 되겠네요.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문성근은 그냥 북한으로 망명가서 여행사 하시면서 노후를 편히보내세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	백지영의 노래가 생각 난다 총 맞을  거  럼	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대한민국에 존재하는 빨갱이만 색출해서 데꼬 가거라그리고  오지 말거라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그렇게 북한에 관광을 가고싶으면 박왕자씨의 죽음에 대한 북한의 사과는 받고 가라. 자국 국민이 관광을 갔다가 아무 영문도 모르고 총 맞아 죽었는데 거기에 관광가 즐기고싶은 마음이 드느냐. 그건 인두겁을 쓴 짐승이나 다름없지. 정 가고싶으면 박왕자씨의 죽음에 대하여 사과는 받고 가서 즐기는게 같은 국민으로서 박왕자씨에 대한 최소한의 예의가 아니겠나! 그러지않는다면 그건 관광이 아니라 조공을 바치러 가는거지.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	김조광수, 문성근  니들부터 북한으로 이주해라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가야지 가고 싶으면  근데  돌아오진 마라 제발 부탁이다ㆍ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대한민국의 주적은 운동권이니까 운동권 다 가즈아~20대부터 친북활동 했으니 관광 가야지~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이참에 추진했던 놈들까지 다 가서 오지마.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대깨문들 많이 다녀오세요~~~ 통금시간 야경이 그렇게 멋지다네요~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	김치국부터 마시지말라 북에서 남한 관광객을 받아주겠냐  북한 체제가 무너질텐데	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행은 좋은 것이다. 북녘 땅으로 관광할 줄이야. 이명박근혜가 막아 놓은 남북 평화의 길을 이렇게라도 뚫고 나가야 한다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이는 북으로 보내자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지 마삼~~!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신나간 인간들 김정은 졸개로 북한에 살면서 귀국하지 마라...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	네놈들은 가서 오지마라~~빨갱이들지긍 이시국에 김정은이 추종자들 많네~~북한인권에는 말 한마디 못하는 것들이	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그래 이참에 다 가.. 가서 돌아오지마.. 두번 다시.. 가는 김에 간첩들 다 데려 가고..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내라 배에 고사포탄 박혀봐야 정신차린다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전 정부때 문성근이 뒷조사 안해봤나? 잔챙이라 생각하지마라. 저 간첩은 보통 간첩이 아니라 좌파정치인들을 뒤에서 조정하는 간첩이다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	친북단체나 개인은 왜 북한에서 활동하길 싫어하나?외교단이 아닌이상  뭣들이지?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전부 재산 정리해서 귀북하조록 하세요 좋아 할겁니다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행캐리어에 달러 꽉채워서 가쳐다주고 인질로 잡혀주고 몸값 듬뿍 받아줌 되니까	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그려1만명 될고가서 거기서 말뚝박어라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한에  여행갔다~사고나면 국가유공자됍니다~광주처럼자손만대 호의호식하며살수있어요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이 아니랄까봐! 쳐죽일 것들!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	거기 평생 정착해서 물꼬터	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이인간들   어느나라  인간들이남아주  그냥   이북으로  보내버리지환상속에  살고   이북가서   고생좀해봐야   실감할꺼다  이기회에   아주가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이제는 진보와 종북는 구분이 되야될듯합니다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	응원합니다.!! 꼭 만명이 여행가서 한겨레의 얼을 온몸으로 느끼고 왔으면 합니다.!!! 너무 좋은 생각입니다. 전 세계가 북한으로의 길을 막고 있지만, 자유 대한민국에서 그 길을 뚫어야 합니다. 환경을 생각하는 나라답게 저탄소용 오리보트 5000대를 징발하여 바다를 이용해 오리보트로 다녀 오시면 좋겠습니다. 전세계가 5000대의 오리보트를 주목할 것입니다.!! 덕분에 아침부터 한 참 웃었습니다. 꼭 다녀오세요.!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㆍ좌우지간   대깨문    인간들이   대한민국에서   사라져야    . 국민분열도    없어자고   .  평화로울것임 .ㅡㅡ    무당층	
이 와중에… 북한에 1만명 여행보내겠다는 단체	예전엔 꿈도 꾸면 안돼는 일들이 지금 현실이 돼어가고 있다.몽상친북좌파들 가면 오지마시게나.어떻게 이룩해놓은 조국인가	
이 와중에… 북한에 1만명 여행보내겠다는 단체	코로나로  세계가 막혀  있는데  정은이  기쁘게  하기위해  국민을  희생타로  보내냐. 보내고 싶으면  종북단체  보내라. 아마  절대  안갈거다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대깨문 1만명 선착순이랍니다 얼른 지원들 하셔요~~ㅋ 가서 아오지탄광체험 평생 하실 수 있답니다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	삽질두 가려서해라~~비 엉 시 인 들 아~~~~~~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	개돼지 1만명 감소 축하	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한 가만히 있음 그냥 죽네..인민들 해방이 얼마남지않았는데,왜 정은이에게 돈을줘서 살려주는지 이해를 못하겠다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저놈들은 하는 짓거리나 하는 말투도 죄다 북쪽 놈들이 쓰는것과 똑 같구먼 탈을쓴 늑대라고할까? 그탈을 벗기면 무엇이 나올까?대한민국에서 쓰는 자유가 나올까?북쪽에서 쓰는 자유라는 말이 나올까?애먼 국민 현혹 시키는 짓거리 그만 할때도 됐건만그렇게 북쪽이 좋으면 북쪽에가서 대한민국으로 가는여행 티켓을 팔던지 ...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이들은 가서 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	너희들도 함께 가서 내려오지 말아라. 애비 고향이라고 가주 가서 살고 싶은 모양인데.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	더블 악질 개판당은 말해야한다 어제말 다르고 오늘하는 말과 행동이 다른건 사기의 원흉이냐? 정의와 진실외면한 퇴물들이냐 진지하게 반성해 봐라 권력 끈 떨어지면 애완견 개만 못하다는 사실을 누굴 위해 무었을 위해 하는 폭거인가 그대들이 만고 불변의 진리인것 처럼 이용해 처먹고 주장했던 본질을 기회주의 발상으로 국민들 앞에 저질스러운 행패를 부리고있나 입에발린 개념없는추태 신뢰성이없는 정치탕아들의 폭정정치 자유와 민주의 기본을 멸시한 정치 자격을 상실한 정치중증 장애자들 사기탄핵으로 정권 강탈한 개군들의 교활한 요물들 박멸 되어야 할것	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니나가라..비정상인들아	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이? 여행참여자는 그냥 북한에서 쭉 살도록. 한완상과 문성근도 같이 가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 잡혀 고생해야 정신 차리지.지금까지 살았던 곳이 얼마나 소중한지.아니 그쪽 좋아하니 오지마라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	거기서 쳐 살지그러냐? 우리나라로는 절대 내려오지말고 거기서 아오지탄광에서 뒤질때까지 살아	
이 와중에… 북한에 1만명 여행보내겠다는 단체	2천개 넘는 댓글이 어떻게 최신순만 있냐?네이버두 무릎 꿇었네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	415부정선거 빼박뉴스 247번째 뉴스!ㅡㅡ부정선거와  우한 코로나!  ㅡ 소용돌이 사회입니다!  전자는 자유 민주주의가  파괴되고  후자는 자유시장경제를 후퇴시키고 있습니다!  국민 여러러분!  부정선거는 이제 누구도 부인할 수 없는 치욕의 역사입니다  ㅡ여기에 대한민국의 우한코로나 유증상자가 백만명을 넘어서고 있습니다!  전부 인재입니다!  문재앙 정권이 만들고 연극으로 국정을 농단하고 있는 현실입니다!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저러다가서인질이나안되면다행이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전쟁나면  남쪽으로 총부리겨눌 놈들 대한민국에  많다     이놈들  몽땅  북쪽으로  보내야될텐데  대한민국  쌀 축내기 전에	
이 와중에… 북한에 1만명 여행보내겠다는 단체	만명가지고 성에 차겠나 100만명 정도 데리고가서 아예 거기에 눌러 살아라 위대하신 어버이 지도자동지가 하사하는 쌀밥과 고깃국먹으면서 추앙하면서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	아무리 좌파라지만 어지간하다. 이기회에 뭐 여행이냐/ 북으로 이민을 가는게>??	
이 와중에… 북한에 1만명 여행보내겠다는 단체	인질 만명 잡힐려고 작정을 하는 구만	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재앙가이드 : 여기가 피양궁전이구 수령동지가 영면한곳입네다.피양냉면육수가 슴슴하니 맛있숨돠! 쩝쩝그리구 오후엔 금수산 궁전들러 인민의 태양 수령님을 보시러 갑니다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	갔는데 못와 ㅋㅋㅋㅋ 개웃기네 ㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	얼마 안되는 돈인데  북에서 O.K할것같나요?더  큰돈줘도 거부할건데 더 크게 쏘아야지!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 돌아오지 마라 제발.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지마라 제발	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그쪽이 그리우면 가면되지 가라면안가면서 뒷빵질이야 볼성사납게,	
이 와중에… 북한에 1만명 여행보내겠다는 단체	자도 여행가겠습니다^^♡	
이 와중에… 북한에 1만명 여행보내겠다는 단체	포로로 잡혀 몸값 요구하거든.. 그냥 죽으라고 전해주세요~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이것들 지 정신들인가 이 와중에 북에 관광을 가자니 일반국민들의 민심은 아랑곳안하고 지들 살길을 모색하는것인가 아서라 양다리 걸치다가 가랑이 찢어진다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	하고많은여행지놔두고왜하필북한이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한 가서 오지마라~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 가서 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	국정원에서는 모두 기록 잘 해놔라. 후사에 반드시 심판받을 일이다 한상완, 문성근, 더불어민주당 송영길, 김경협, 홍익표, 김한정. 어제오늘뉴스기사에 나온 좌빨들이다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한이 그렇게 좋으면 북한에 가서 사시면 됩니다!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문성근이는지아버지이름에똥칠하네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한가서 오지말라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	너그들 사돈에 팔촌들만 가거라.그리고 안와도 돼.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅈㄴ도 풍년이다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내라.아주 영원히~지들이 원하는 공산당의 품으로...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅋㅋㅋ만명 북한으로 갔다가 못오게 하자!! 대깨문만 추려서 북송하자 ㅋ 꿀잼각	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발 토착 빨개이 단체들 가거라 가서 수령님 만세 하고 살아라 오지말고 좀 조용히 자유를 누리며 국민들 살아보게 쓰레기 간첩들	
이 와중에… 북한에 1만명 여행보내겠다는 단체	하는짓들은 꽉.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	동성애자에, 주사파에, 빨갱이에 모이는 넘들 정말 가지가지한다, 이것들을 모두 북한으로 보내버리면 정말 사회가 맑아 질것인데, 이넘들 모두 북한으로 넘기자 문죄앙아, 림종석 수령까지,	
이 와중에… 북한에 1만명 여행보내겠다는 단체	토착 종북들 자비들여 가시게	
이 와중에… 북한에 1만명 여행보내겠다는 단체	한달에 만명씩 종북찬양꾼들 북으로 1인당 10만불씩 이주비 줘서 이민보내자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대통령이 재난지원금 기부해라고 해도 안하는 대깨문들이  북한여행간다고?  바람만 잔뜩 잡고는 안갈겁니다  입으로만 선동하는  민주당 지지자들  이참에  목숨걸고  행동으로  꼭 보여주면  좋겠다 꼭 가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	큰 틀에서는 이해되는데,...시방 현시점에서...북한이 자극을 주니까 한다고.ㅋ...정히 그러면, 북한이 최소한의 성의를 보이고 남한이 행동의 취하면 되는데,..한국정부가 일방적으로 한다면 문제인 거여? 일단 북쪽이 남함 네뉴얼로 따라와야하는겨? 가령,...남북체육교류나 관광사업육성을 위한 초청등...우호무드를 맹걸고 남한정부의 적극적인 물량공세라면 가능혀지? 그전에...말도 안되는 소리여! 헌법체계를 정부가 뭉겔수는 없는거지...일단 북한의 태도가 가장 중요합니다. 그걸 쟈들이 깨달아야 하는데...북한의 태도가 변해야 가능합니다!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	기레기들과 토착왜구들아.....걍 웃어봐라......대북전단보다 니들이 더 무섭다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	잘하는거다. 민간에서 평화의 노력 계속하라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅋㅋㅋㅋㅋㅋㅋ아니 북한이 연일 협박을 하는데 이러는거보면 리얼 간첩이 아니고서야 가능한 발상임?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	냉면 묵고와서 무슨 소릴 또 들으려고 ㅎㅎ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	얼탱이가 없내 ㅋㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가라 그리고 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행말고  가고싶으면 이민가세요 북한으로	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저것들 보내고 못 돌아오게 해라!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니가가라 평양	
이 와중에… 북한에 1만명 여행보내겠다는 단체	조선일보가 앞장서 북조선과 관계개선을 위한 물꼬를 터줬으면 하는 바램이 있다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이것들이 적화 통일 공산화를 바라는 주사파  들의 실상이다!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발 정신좀 차리자. 뒷감당을 어찌 하려고....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	어덯게든 징징거리는 거렁뱅이들에게 돈 퍼주겟다고 .. 정부건 시민단체건 ... 난리가 났습니다 .... 수령님 .. 돈 부족하다 하시니 ~~ㅠㅠ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	조직원 1만명 또 생기겠네.  가서 사상교육 협박교육 받고 냉면 한그릇 얻어 먹고나면 조직에 가담안하고 베기는 사람 없다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	코로나로 너도나도 집콕이다  어디를간다고?  북한여행?  기가막힌다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	야그렇지. 말고 너내들이나. 북에갔서.  살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	뭔진보? 개가 웃겠다. 종북단체인사들이지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신 삼만리 나간 넘들,  여행 말고 이민가시는게 좋을듯. 영구이민	
이 와중에… 북한에 1만명 여행보내겠다는 단체	조은 생각이다. 위쪽 동경하는 사람들 다 데리고가라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	Go north~~~~~~and never come back again!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그대들이나 북에 가소.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 영원히 오지마시길...제발좀 그렇게 좋아하는 거기서 사세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대깨문과 돼지스키추종자들만 가면 되것네~~ 가서 안와도 된다!! 자유시민들은 가고시픈 마음 1도없으니	
이 와중에… 북한에 1만명 여행보내겠다는 단체	어이구 문재인이 좋아하겠네. 그러다 대한민국 뒤진다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한의 일반 주민들 1백 명이라도 대한민국에 여행 오도록 하는 것이 평화여행이지,  우리가 가는 것은 좀 아니지 않을까요. 굳이 자기 스스로 가고 싶으면 풍선이나 보트 타고 따로 가시든지.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	더불공산당  의원   가족들  문성근  가족들  달창 늙은 년들  종북단체  뽑아서  꼭 관광  보내주자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	살판낫네...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	★문제는 '토착빨갱이'~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	코로나가 뇌로 갔나봄;;;종북도 적당히해야 정상이지...죽자고 덤비니 북한이 그걸 이용하는게지...무식한건지 미친건지....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미쳐도 곱게 미쳤구나.. 더 이상 말도 안 나온다. 무서울 지경이다... 간절한통일 염원? 대부분 국민들 그런 거 전혀 없을텐데...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이젠 아주 미친자들이 대놓고 활보하네 가고싶다는데 냅둬라 대신에 뒤지던지말던지 돌아오는건 못하게 해야지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	참 웃기게 돌아가는 정국 웃어야할지 울어야할지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여당 국회의원들이 가이드해서 가고 거기서 통일운동 평화운동 열심히 해라........나중에 통일운동 공적을 높이 세워줄테니....서로 좋은 사람들끼리 거기서 살아라.....오면 세금내야되지까 오지 않았으면 좋겠다....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내라, 다신 대한민국으로 돌아오지 않겠단 각서쓰고 보내라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재인 대통령님, 앞장서 다녀오시죠. 아 아니다.가서 안오셔도 됩니다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	간첩들이 판치는 세상이구나. 그냥 대한민국 가짜명찰 지우고 솔직하게 조선인민공화국 김정은 장군님 만세라고 불러라. 그동안 몰래 민주화운동으로 포장해하랴 빨갱이 생활에 정권까지 잡느라 고생했겠다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	종북좌빠리 주사파 그들과 똑 같은 짓을 하는 것들 ! 이정부 무슨 단체 이런 것들은 으니 빠라대지를 못해서 환장 하던데 ??	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대한민국 국적을 포기하고 가거라~그러지 않으면 너희들 인질이 되면 대한민국 국민들 또 볶이면서 골 때리니 제발 우한페렴으로 스트레스 받고 있는 대한민국 국민들에게 민페가 되지말라~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신 가출한 년놈들! 안말리니 싸들고 부칸으로 튀거라! 환영한다! 영원히 눌러  살면 더 환영한다! 근데 코로나때문에 으니새끼가 받아줄까!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅋ북한 좋아하는 만명 문재인포함해서 영영 자유 대한민국에 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보꼴들은 자기만 옳다는 착각에 일은 안하면서 마냥 화만내다가 폭망,	
이 와중에… 북한에 1만명 여행보내겠다는 단체	총 맞아 뒈지고  싶은 가봐	
이 와중에… 북한에 1만명 여행보내겠다는 단체	코로나로 남북이 하나되자는거군	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그렇지요.이제 전쟁이 날만큼 어럽게 어느 세력이 바라는 대로 남북이 적대적인 긴장상태로 가는 이.와.중.에. 평화를 주장하는 무리가 있다니 믿어지지가 않고 그들을 반대하는 것보다 없애버리면 좋겠지요??	
이 와중에… 북한에 1만명 여행보내겠다는 단체	자유대한민국 정치권을 비롯 교육,문화예술분야 등에 기생하에 득실거리는 친북종북좌파, 고정간첩무리를 모조리 색출하여 척결하지 않는다면 머지않아 공산화될 것이다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	먼저 민주당 의원들 가족 친지들부터 보냅시다.그리고 2차로 맘카페 회원들,3차로 민주당원들과 김어준과 그 회원들.얼추 이 정도면 북에 가고 싶은 개돼지들 욕구는 충족 할라나?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	만약에 진짜로 가게되면 1만명의 인질이 공짜로 생기는거고 재앙이는 이때다싶어 몸값으로 당당하게 정은이한테 돈주기 가능해지겠네ㅋㅋㅋㅋㅋㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	어디 보내봐라 누가 거기 구경거리있다고 여행가나 종북팔이들	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이들 북으로 다 올라 간다고 하니 환영할 일이네..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가라! 단 가서 제발 돌아 오지 마라!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한이 변한 게 없는데 여행가겠다고 저리 설쳐대는 것 보면 정상이 아닌 것 같은데?	
